elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
6.194504,uav,1,3,-2.365803,0.105444,1.023762,0.499397,-0.000603
7.128539,uav,3,4,-1.551513,0.807040,0.959675,0.496036,-0.003964
10.566777,uav,3,4,-1.319877,2.314848,0.866589,0.496374,-0.003626
