elapsed_s,coverage_pct
0.153506,15.463808
1.152682,18.743367
2.152628,35.374655
3.152856,43.536404
4.152712,43.992783
5.152620,48.365527
6.152747,51.825515
7.152635,57.790278
8.152820,61.653577
9.152669,63.489705
10.152680,64.232647
11.152687,70.409679
12.152611,74.846105
13.152699,77.255360
14.152610,81.129272
15.152617,86.022076
16.152707,90.118871
17.152711,94.491615
18.152664,94.629590
19.152607,98.248779
20.152594,98.365527
21.152605,98.365527
22.152600,98.365527
23.152594,98.471662
24.152605,98.471662
25.152604,98.726385
26.152634,98.906814
27.152598,99.161537
28.152604,99.596689
29.152605,99.596689
30.152724,99.596689
31.152745,99.596689
32.152720,99.596689
33.152666,99.702823
34.152733,99.745277
35.152658,100.000000
36.152592,100.000000
