elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
3.572767,uav,2,3,-3.374579,-1.029579,0.947507,0.497236,-0.002764
23.352553,uav,1,3,2.278511,3.323768,0.930853,0.497030,-0.002970
