elapsed_s,coverage_pct
0.061026,15.463808
1.060101,16.673742
2.060121,26.894502
3.060087,43.876035
4.060110,47.198047
5.060099,51.602632
6.060168,55.147527
7.060080,60.210146
8.060071,66.015708
9.060102,67.883677
10.060185,68.371896
11.060115,71.736362
12.060102,71.906177
13.060064,72.033539
14.060188,75.068987
15.060067,76.788368
16.060063,79.155169
17.060082,81.882827
18.060064,82.063256
19.060127,85.852261
20.060058,86.096370
21.060072,86.117597
22.060062,86.340480
23.060144,86.446614
24.060205,86.669497
25.060071,86.934833
26.060068,88.388877
27.060141,91.084695
28.060201,91.105922
29.060182,92.337083
30.060139,95.340692
31.060201,95.361919
32.060100,95.383146
33.060136,95.510507
34.060241,95.510507
35.060208,95.701550
36.060051,95.966886
37.060108,96.083634
38.060056,96.083634
39.060135,96.083634
40.060071,96.157928
41.060105,96.688601
42.060072,98.365527
43.060141,98.991722
44.060156,99.840798
