elapsed_s,drone_id,x,y,z,vx,vy,vz,fsm_state
0.006282,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,1
0.006735,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,2
0.007050,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.008805,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,2
0.056414,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,1
0.057105,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.058816,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.067009,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,3
0.106452,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,2
0.107169,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.108954,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.126695,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,3
0.156461,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,2
0.157200,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.159011,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.176748,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,3
0.216293,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,3
0.217035,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.218835,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.226775,4,-4.999047,1.500640,1.000050,0.009955,0.003168,-0.000188,4
0.266299,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,3
0.277039,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.278843,3,-4.997552,0.499208,0.999967,0.023090,-0.002000,-0.000667,3
0.286680,4,-4.998162,1.500809,1.000033,0.022674,0.002285,-0.000407,3
0.316322,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,4
0.327216,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
0.329148,3,-4.996008,0.499170,0.999914,0.040329,0.000771,-0.001570,3
0.336792,4,-4.996467,1.500884,1.000003,0.047269,0.000555,-0.000831,3
0.376266,2,-4.999271,-0.498802,0.998856,0.012403,0.000287,-0.004150,4
0.387154,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
0.388885,3,-4.992633,0.499370,0.999769,0.074741,0.006323,-0.003374,3
0.396731,4,-4.992336,1.500826,0.999931,0.093557,-0.002712,-0.001629,3
0.436295,2,-4.998065,-0.499021,0.998558,0.029598,-0.008488,-0.005991,4
0.446806,4,-4.986413,1.500591,0.999828,0.143154,-0.007173,-0.002484,3
0.447114,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
0.448818,3,-4.986750,0.499981,0.999493,0.122517,0.014563,-0.005930,4
0.486296,2,-4.996054,-0.499716,0.998202,0.051992,-0.019939,-0.008392,2
0.506670,4,-4.976389,1.492763,1.000098,0.202442,-0.083207,-0.000604,4
0.507009,1,-4.999229,-1.500734,1.000354,0.007827,-0.003202,0.000388,4
0.508791,3,-4.989654,0.489982,1.003405,0.121147,-0.022261,0.021853,3
0.536334,2,-4.992762,-0.501081,0.997710,0.080503,-0.035404,-0.011311,3
0.556694,4,-4.965048,1.488195,1.000054,0.250981,-0.100505,-0.001129,4
0.557036,1,-4.998691,-1.500874,1.000373,0.015165,-0.002220,0.000384,4
0.568778,3,-4.981024,0.489119,1.004688,0.165703,-0.005840,0.021089,3
0.596276,2,-4.986755,-0.503913,0.996922,0.120471,-0.059961,-0.014948,3
0.606717,4,-4.951314,1.482612,0.999986,0.298130,-0.123814,-0.001551,4
0.607037,1,-4.997565,-1.500935,1.000392,0.031343,-0.000023,0.000370,4
0.618845,3,-4.971875,0.489234,1.005746,0.199540,0.010867,0.021343,3
0.646409,2,-4.979822,-0.507515,0.996099,0.158322,-0.085286,-0.018064,3
0.657081,1,-4.995409,-1.500856,1.000410,0.056353,0.003388,0.000345,4
0.666738,4,-4.931773,1.474149,0.999881,0.352873,-0.159718,-0.001921,2
0.678846,3,-4.958702,0.490587,1.007069,0.236352,0.034667,0.022727,4
0.706338,2,-4.968814,-0.513697,0.994899,0.209131,-0.121639,-0.021893,4
0.717021,1,-4.990842,-1.500491,1.000429,0.098033,0.009085,0.000302,4
0.726751,4,-4.908975,1.463256,0.999759,0.405681,-0.204341,-0.002141,2
0.738828,3,-4.940168,0.492153,0.993862,0.273015,0.067282,-0.021389,4
0.766302,2,-4.958197,-0.525441,0.994413,0.231872,-0.137689,0.009825,4
0.767139,1,-4.984872,-1.499887,1.000443,0.141607,0.015432,0.000237,2
0.786709,4,-4.883122,1.449453,0.999627,0.456373,-0.257519,-0.002211,3
0.788875,3,-4.925849,0.496170,0.992572,0.299461,0.093926,-0.031162,4
0.816320,2,-4.945668,-0.533107,0.994890,0.267318,-0.167980,0.009450,4
0.827019,1,-4.974727,-1.498633,1.000451,0.196949,0.027202,-0.000023,2
0.846847,4,-4.854252,1.432207,0.999496,0.504862,-0.317362,-0.002187,3
0.848886,3,-4.906987,0.502859,0.990166,0.328940,0.129754,-0.050409,4
0.876291,2,-4.928558,-0.544192,0.995490,0.303302,-0.202060,0.010948,4
0.877035,1,-4.963692,-1.496948,1.000440,0.244672,0.040760,-0.000409,2
0.906692,4,-4.814088,1.414712,0.999147,0.601290,-0.355074,-0.003246,4
0.908857,3,-4.886395,0.511840,0.986351,0.356002,0.169862,-0.077914,3
0.926293,2,-4.912729,-0.554987,0.996104,0.328102,-0.228825,0.013827,4
0.937031,1,-4.947249,-1.493905,1.000397,0.303845,0.061522,-0.001077,3
0.960214,3,-4.868104,0.521216,0.981783,0.376336,0.206022,-0.105106,3
0.966707,4,-4.776542,1.391799,0.998949,0.650201,-0.407104,-0.003372,4
0.976390,2,-4.895830,-0.567045,0.996897,0.348040,-0.253928,0.018150,4
0.987184,1,-4.930764,-1.490310,1.000325,0.354833,0.082605,-0.001805,3
1.016735,4,-4.742988,1.370496,0.998777,0.692915,-0.444523,-0.003537,4
1.020198,3,-4.844850,0.534951,0.974517,0.397290,0.251684,-0.136533,3
1.036259,2,-4.874324,-0.583152,0.998150,0.367735,-0.282284,0.023417,4
1.047031,1,-4.907638,-1.484492,1.000187,0.416898,0.112419,-0.002850,3
1.076705,4,-4.699789,1.342634,0.998556,0.746620,-0.482383,-0.003809,2
1.078844,3,-4.820496,0.551467,0.965431,0.414343,0.299563,-0.166214,3
1.086282,2,-4.855556,-0.597849,0.999417,0.381451,-0.304514,0.027086,3
1.097044,1,-4.885497,-1.478165,1.000020,0.468588,0.141210,-0.003835,3
1.126834,4,-4.661340,1.317878,0.998359,0.793290,-0.507984,-0.004096,2
1.136315,2,-4.836233,-0.613570,1.000846,0.392666,-0.325382,0.030087,3
1.138948,3,-4.802140,0.561409,0.961715,0.428251,0.339905,-0.168282,4
1.147144,1,-4.854684,-1.478282,0.999481,0.551509,0.126724,-0.005735,4
1.186355,2,-4.816341,-0.630359,1.002414,0.401458,-0.345034,0.032442,3
1.186724,4,-4.611961,1.286625,0.998101,0.851790,-0.531672,-0.004515,2
1.197155,1,-4.825799,-1.471563,0.999166,0.604101,0.140347,-0.006854,4
1.199176,3,-4.775818,0.583160,0.951377,0.450071,0.384449,-0.173400,4
1.236452,2,-4.796134,-0.648044,1.004078,0.407777,-0.363338,0.034131,3
1.236800,4,-4.568029,1.259612,0.997865,0.901423,-0.546059,-0.004902,2
1.257147,1,-4.787605,-1.462976,0.998712,0.668050,0.143171,-0.008282,4
1.258853,3,-4.747966,0.607512,0.941238,0.477573,0.425166,-0.161004,4
1.296275,2,-4.771141,-0.670789,1.006188,0.413167,-0.383641,0.034903,4
1.296771,4,-4.506275,1.228031,0.997904,0.974877,-0.551635,-0.003554,4
1.317063,1,-4.745668,-1.454685,0.998171,0.732665,0.131270,-0.009799,2
1.318769,3,-4.718471,0.634053,0.932387,0.509563,0.462785,-0.133809,3
1.346291,2,-4.757583,-0.673991,1.005376,0.451585,-0.358906,0.018927,4
1.356705,4,-4.446405,1.194662,0.997684,1.020449,-0.560173,-0.003746,4
1.368856,3,-4.692279,0.658041,0.926316,0.536557,0.495592,-0.108448,3
1.377023,1,-4.699749,-1.447525,0.997536,0.797705,0.105764,-0.011390,3
1.406246,2,-4.729929,-0.695835,1.006313,0.471389,-0.368126,0.011593,4
1.416707,4,-4.384040,1.160970,0.997459,1.058078,-0.562384,-0.003748,4
1.428855,3,-4.659147,0.688986,0.920765,0.568568,0.537007,-0.076427,3
1.437034,1,-4.649926,-1.442053,0.996805,0.858788,0.075885,-0.012901,3
1.457016,2,-4.705828,-0.714333,1.006672,0.493742,-0.371341,0.002281,4
1.476678,4,-4.319711,1.127363,0.997239,1.087743,-0.558276,-0.003561,4
1.487053,1,-4.605919,-1.438923,0.996132,0.905618,0.049362,-0.014065,3
1.488806,3,-4.624102,0.722486,0.917187,0.600231,0.580691,-0.042663,3
1.516239,2,-4.675322,-0.736656,1.006420,0.523771,-0.373378,-0.010697,2
1.536704,4,-4.253698,1.094120,0.997035,1.109518,-0.547821,-0.003183,3
1.537061,1,-4.559532,-1.437153,0.995401,0.949089,0.021179,-0.015150,3
1.548851,3,-4.591214,0.765751,0.915278,0.607505,0.656663,-0.007844,4
1.566342,2,-4.648470,-0.755410,1.005611,0.548951,-0.375945,-0.021663,3
1.586751,4,-4.197947,1.067057,0.996886,1.120962,-0.535305,-0.002800,3
1.597061,1,-4.498669,-1.441239,0.994635,1.001490,-0.035563,-0.014926,4
1.608761,3,-4.554083,0.806412,0.915650,0.630961,0.700688,0.019564,4
1.626311,2,-4.614662,-0.778060,1.003915,0.579227,-0.380056,-0.034950,3
1.637720,4,-4.141778,1.040626,0.996753,1.124783,-0.521946,-0.002552,3
1.657021,1,-4.437241,-1.444703,0.993751,1.046015,-0.081654,-0.014244,4
1.668852,3,-4.515671,0.849783,0.917542,0.648498,0.745146,0.042798,4
1.686361,2,-4.578975,-0.801039,1.001418,0.609246,-0.385891,-0.048000,3
1.696702,4,-4.074407,1.009815,0.996604,1.119198,-0.504973,-0.002443,3
1.707124,1,-4.384047,-1.449915,0.993083,1.080892,-0.127966,-0.012228,4
1.728851,3,-4.476377,0.895844,0.920702,0.660082,0.789985,0.061821,3
1.737928,2,-4.547944,-0.820498,0.998776,0.632811,-0.393562,-0.057542,3
1.756675,4,-4.007788,0.976567,0.996479,1.094005,-0.506508,-0.000965,4
1.767110,1,-4.318093,-1.459326,0.992457,1.115869,-0.184222,-0.008515,4
1.788758,3,-4.436553,0.944622,0.924878,0.665709,0.835211,0.076632,3
1.796271,2,-4.520658,-0.833444,0.992602,0.588785,-0.359568,-0.070917,4
1.806693,4,-3.953478,0.951534,0.996429,1.076770,-0.494649,-0.001029,4
1.817402,1,-4.261769,-1.469558,0.992123,1.135621,-0.223963,-0.004732,3
1.838792,3,-4.403244,0.987265,0.928953,0.667658,0.870932,0.086125,3
1.846309,2,-4.492743,-0.850529,0.989042,0.560450,-0.344392,-0.075806,4
1.856742,4,-3.900231,0.927099,0.996376,1.055383,-0.484412,-0.001128,4
1.877073,1,-4.193201,-1.484211,0.991994,1.147716,-0.262566,0.000517,3
1.888857,3,-4.369717,1.031730,0.933467,0.669690,0.901891,0.093604,3
1.896477,2,-4.465941,-0.867143,0.985168,0.508754,-0.319643,-0.078739,4
1.916791,4,-3.837792,0.898340,0.996303,1.024141,-0.474223,-0.001292,2
1.927132,1,-4.135803,-1.497923,0.992127,1.146122,-0.284125,0.004753,3
1.948828,3,-4.330829,1.088790,0.939763,0.668567,0.942418,0.098880,4
1.956340,2,-4.437425,-0.885762,0.980444,0.441763,-0.304780,-0.077775,3
1.976779,4,-3.777411,0.870126,0.996219,0.986932,-0.466268,-0.001507,3
1.987031,1,-4.067458,-1.515409,0.992555,1.129582,-0.296308,0.009442,3
2.008847,3,-4.290755,1.146389,0.945812,0.668373,0.981474,0.102585,4
2.016922,2,-4.412867,-0.904216,0.975939,0.376802,-0.314077,-0.071431,3
2.036744,4,-3.719389,0.842355,0.996120,0.945361,-0.458849,-0.001839,3
2.047217,1,-4.000559,-1.533216,0.993246,1.098289,-0.295677,0.013361,4
2.068848,3,-4.250768,1.206630,0.952010,0.665281,1.030015,0.103779,4
2.076265,2,-4.392138,-0.923905,0.971978,0.317293,-0.345685,-0.059992,3
2.096887,4,-3.664044,0.815070,0.995996,0.900165,-0.451281,-0.002313,3
2.107040,1,-3.932129,-1.558345,0.993985,1.073521,-0.303755,0.013008,4
2.128995,3,-4.210879,1.270352,0.958231,0.659343,1.088151,0.102470,2
2.136261,2,-4.374308,-0.945913,0.968814,0.281499,-0.389782,-0.044897,4
2.156689,4,-3.617514,0.788212,0.996072,0.819769,-0.430979,-0.002010,4
2.157050,1,-3.879249,-1.573248,0.994698,1.042189,-0.291773,0.015452,4
2.186326,2,-4.367489,-0.967329,0.966155,0.228308,-0.441804,-0.035254,4
2.188870,3,-4.171545,1.337333,0.964291,0.654567,1.147990,0.099757,3
2.206689,4,-3.585360,0.771124,0.995984,0.784603,-0.421239,-0.002359,4
2.217080,1,-3.817872,-1.590143,0.995688,1.000342,-0.268677,0.017097,3
2.238944,3,-4.138918,1.395847,0.969201,0.653100,1.196313,0.096872,3
2.246265,2,-4.354550,-0.995382,0.964454,0.202445,-0.493511,-0.021930,4
2.256698,4,-3.539902,0.746408,0.995828,0.728569,-0.400652,-0.002816,4
2.277018,1,-3.759256,-1.605262,0.996699,0.955475,-0.234003,0.016238,3
2.288945,3,-4.106095,1.457142,0.973983,0.653932,1.243534,0.093395,3
2.296289,2,-4.345023,-1.021154,0.963590,0.178188,-0.537449,-0.012952,4
