elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
1.489800,uav,3,4,-4.287800,0.833684,0.986999,0.493403,-0.006597
10.255390,uav,2,3,-1.331379,2.822252,0.916783,0.493114,-0.006886
29.281283,uav,2,3,5.915998,-1.909439,1.007865,0.496384,-0.003616
