elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
6.307624,uav,3,4,-2.683897,-0.436709,0.997567,0.499937,-0.000063
6.807624,uav,1,4,-2.986978,0.099119,0.962527,0.493571,-0.006429
7.229051,uav,1,3,-2.347149,0.029390,1.003635,0.495447,-0.004553
25.042722,obstacle,2,0,1.790363,0.698398,1.031879,0.245433,-0.004567
