elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
1.329242,uav,3,4,-4.511620,0.976180,0.975829,0.499299,-0.000701
26.427239,obstacle,1,0,-0.341097,-2.476433,1.066677,0.226212,-0.023788
