elapsed_s,coverage_pct
0.052637,15.463808
1.052001,18.180853
2.052093,35.003184
3.052324,42.804076
4.052026,46.762895
5.052005,48.811293
6.051962,53.852685
7.051979,61.154744
8.052022,63.839949
9.052000,67.851836
10.051974,72.341329
11.052021,74.442793
12.052050,74.814264
13.052021,74.984080
14.051958,78.497134
15.051996,79.176396
16.052023,81.468903
17.051951,86.000849
18.051969,86.786245
19.051964,87.985566
20.051963,92.931437
21.051957,95.765230
22.051946,97.463384
23.051949,98.153258
24.052042,98.153258
25.052034,99.278285
26.051947,99.798344
27.051936,99.893865
