elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
1.766631,uav,1,2,-4.431210,-1.112866,0.982091,0.499558,-0.000442
13.376627,uav,2,4,0.704298,0.774672,1.015065,0.498989,-0.001011
