elapsed_s,drone_id,x,y,z,vx,vy,vz,fsm_state
0.002179,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,1
0.003555,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.003760,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,1
0.003782,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,1
0.053564,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.053797,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.062155,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,3
0.063762,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,2
0.103678,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.112203,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,3
0.114276,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,3
0.114277,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.163511,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.172402,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,3
0.173858,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,3
0.173869,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.213566,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.232300,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,4
0.233804,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,3
0.233806,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,4
0.263578,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.292162,4,-4.998387,1.500783,1.000037,0.019023,0.002541,-0.000344,4
0.293741,2,-4.999335,-0.499352,0.999990,0.007114,0.003176,-0.000082,4
0.293779,3,-4.997664,0.501445,0.999858,0.024008,0.004707,0.000849,4
0.313581,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.343764,2,-4.998808,-0.499210,0.999983,0.015077,0.002380,-0.000210,4
0.343784,3,-4.996014,0.501644,0.999936,0.043956,0.003107,0.002446,4
0.352182,4,-4.996503,1.500883,1.000004,0.046794,0.000589,-0.000822,4
0.373523,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.393833,3,-4.993084,0.501740,1.000117,0.075123,0.000588,0.004946,4
0.403740,2,-4.997397,-0.499118,0.999963,0.033601,0.000507,-0.000507,4
0.412162,4,-4.992408,1.500828,0.999932,0.092846,-0.002662,-0.001617,4
0.433612,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.453779,2,-4.995172,-0.499148,0.999929,0.056511,-0.001818,-0.000875,4
0.453782,3,-4.987090,0.501655,1.000533,0.127337,-0.003650,0.009138,3
0.462233,4,-4.986545,1.500598,0.999831,0.142228,-0.007060,-0.002468,3
0.493550,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.503810,3,-4.979439,0.501343,1.001096,0.178534,-0.009441,0.013397,3
0.513764,2,-4.990741,-0.499364,0.999859,0.092617,-0.005682,-0.001458,2
0.522181,4,-4.976189,1.499901,0.999651,0.203154,-0.017037,-0.003517,3
0.543569,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.553819,3,-4.969229,0.500651,1.001879,0.230486,-0.018862,0.018041,3
0.563873,2,-4.985254,-0.499773,0.999772,0.127281,-0.011018,-0.002034,3
0.572236,4,-4.964744,1.498756,0.999453,0.254801,-0.029381,-0.004404,3
0.593748,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.603900,3,-4.956382,0.499396,1.002906,0.283374,-0.031949,0.023086,3
0.613876,2,-4.977951,-0.500504,0.999655,0.165355,-0.018602,-0.002687,3
0.632179,4,-4.947539,1.496425,0.999156,0.317921,-0.049087,-0.005488,4
0.653530,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
0.663847,3,-4.936714,0.497656,1.004730,0.352912,-0.049352,0.031626,4
0.664297,2,-4.968666,-0.501670,0.999502,0.206811,-0.028426,-0.003414,3
0.682221,4,-4.931427,1.493535,0.998356,0.373935,-0.070957,-0.004108,4
0.704006,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
0.713889,3,-4.917720,0.494752,1.006525,0.406454,-0.066573,0.040885,4
0.723767,2,-4.954629,-0.503806,0.999268,0.261181,-0.043216,-0.004389,4
0.742145,4,-4.907138,1.488648,0.998046,0.436502,-0.091619,-0.006432,4
0.763531,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
0.773787,2,-4.938576,-0.505515,0.997768,0.315921,-0.060232,-0.007593,4
0.773863,3,-4.891377,0.490170,1.009466,0.469963,-0.085596,0.058113,4
0.792271,4,-4.883972,1.483676,0.997657,0.488293,-0.106532,-0.009224,4
0.823612,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
