elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
3.783794,uav,2,3,-3.379958,-1.270182,0.973092,0.491400,-0.008600
11.332196,uav,1,4,-1.344343,1.891732,0.986832,0.497726,-0.002274
38.653762,obstacle,3,0,-0.817598,0.645849,1.000672,0.217639,-0.032361
