elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
1.402638,uav,3,4,-4.375508,0.982967,0.993125,0.497746,-0.002254
12.377073,uav,1,2,0.382157,-1.809406,0.897099,0.498690,-0.001310
