elapsed_s,drone_id,x,y,z,vx,vy,vz,fsm_state
0.001123,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,1
0.005681,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.005976,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,2
0.007980,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,2
0.051176,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,1
0.055892,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.056104,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.058192,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,3
0.101293,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,1
0.115680,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.115953,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.118095,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,3
0.161249,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,2
0.165707,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.165978,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.177981,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,3
0.211715,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,3
0.215732,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.225994,3,-4.998487,0.499340,0.999989,0.016324,-0.003074,-0.000314,4
0.228047,4,-4.999016,1.500649,1.000049,0.010169,0.003154,-0.000191,3
0.271134,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,3
0.275772,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.278217,4,-4.998305,1.500793,1.000036,0.020360,0.002447,-0.000367,3
