elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
1.549339,uav,3,4,-4.283274,0.934459,0.986061,0.494560,-0.005440
12.389323,obstacle,4,0,1.593695,-1.341487,0.979787,0.246239,-0.003761
12.605061,uav,2,3,-1.582156,0.347564,0.979678,0.499120,-0.000880
