elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
1.623187,uav,3,4,-4.281169,1.090536,1.009822,0.499880,-0.000120
1.654658,uav,1,2,-4.401668,-1.099332,0.976304,0.496201,-0.003799
