elapsed_s,drone_id,x,y,z,vx,vy,vz,fsm_state
0.003169,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,2
0.004734,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,1
0.008712,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.008810,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,2
0.053207,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.058810,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,3
0.064748,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,2
0.068665,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,1
0.103370,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.108844,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,3
0.118709,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.125546,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,2
0.163250,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,3
0.168782,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,3
0.178668,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.184740,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,2
0.213269,3,-5.000000,0.500000,1.000000,0.000000,0.000000,0.000000,2
0.228683,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.228853,4,-5.000000,1.500000,1.000000,0.000000,0.000000,0.000000,4
0.234749,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,3
0.273213,3,-4.997553,0.499208,0.999967,0.023083,-0.002001,-0.000667,3
0.278729,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,2
0.278860,4,-4.998454,1.500774,1.000039,0.017932,0.002617,-0.000325,4
0.294642,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,3
0.333181,3,-4.995597,0.499181,0.999897,0.044859,0.001501,-0.001808,3
0.338688,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
0.338796,4,-4.996672,1.500881,1.000007,0.044550,0.000747,-0.000784,4
0.344653,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,3
0.383260,3,-4.992651,0.499369,0.999770,0.074570,0.006295,-0.003365,3
0.388746,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
0.388927,4,-4.993594,1.500858,0.999953,0.080732,-0.001806,-0.001408,4
0.394678,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,3
0.433307,3,-4.984107,0.495269,1.003309,0.143391,0.033456,0.012474,4
0.438842,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
0.444732,2,-5.000000,-0.500000,1.000000,0.000000,0.000000,0.000000,3
0.448836,4,-4.987058,1.500623,0.999839,0.138553,-0.006623,-0.002405,2
0.483316,3,-4.975924,0.497165,1.003910,0.183436,0.043002,0.011801,4
0.498712,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
0.504866,2,-4.998030,-0.499031,0.998551,0.030043,-0.008716,-0.006038,4
0.509023,4,-4.976927,1.499962,0.999664,0.199396,-0.016276,-0.003452,2
0.533444,3,-4.965797,0.499635,1.004511,0.220313,0.056197,0.012391,4
0.548732,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
0.564703,2,-4.995440,-0.499956,0.998104,0.057976,-0.023011,-0.009032,4
0.568819,4,-4.963109,1.498564,0.999425,0.261401,-0.031206,-0.004517,3
0.593292,3,-4.951395,0.503587,1.005315,0.260097,0.076724,0.014756,4
0.598737,1,-5.000000,-1.500000,1.000000,0.000000,0.000000,0.000000,3
0.624663,2,-4.990910,-0.501916,0.997456,0.093931,-0.043343,-0.012583,2
0.628809,4,-4.945511,1.496108,0.999121,0.324587,-0.051492,-0.005603,4
0.653285,3,-4.934711,0.508937,1.006316,0.295301,0.102500,0.018939,3
0.658722,1,-4.995601,-1.500868,1.000409,0.054335,0.003112,0.000347,2
0.684696,2,-4.983930,-0.505347,0.996578,0.136640,-0.070577,-0.016311,3
0.688803,4,-4.916963,1.494729,0.998763,0.431954,-0.072225,-0.006393,4
0.713279,3,-4.916053,0.515990,1.007619,0.326046,0.133478,0.024521,3
0.718662,1,-4.991176,-1.500522,1.000428,0.095287,0.008709,0.000305,2
0.744642,2,-4.974482,-0.510456,0.995504,0.184176,-0.103421,-0.020059,3
0.748824,4,-4.889180,1.489640,0.998350,0.494058,-0.097521,-0.007332,4
0.768737,1,-4.985348,-1.499939,1.000442,0.138534,0.014912,0.000245,2
0.773195,3,-4.895646,0.525056,1.009223,0.353846,0.169617,0.028608,3
0.794733,2,-4.964187,-0.516422,0.994422,0.227878,-0.135861,-0.023210,4
0.808790,4,-4.857691,1.483012,0.997885,0.555178,-0.123486,-0.008159,4
0.818791,1,-4.977286,-1.498977,1.000450,0.184383,0.024143,0.000055,3
0.823264,3,-4.877402,0.534382,1.010707,0.375005,0.203706,0.030449,3
0.854684,2,-4.941704,-0.525687,0.992530,0.315140,-0.172442,-0.028321,4
0.858827,4,-4.828677,1.476287,0.997462,0.605328,-0.145622,-0.008763,2
0.878763,1,-4.964534,-1.497088,1.000442,0.241315,0.039710,-0.000377,3
0.883197,3,-4.859920,0.543179,1.014225,0.387429,0.250611,0.048112,4
0.904718,2,-4.924706,-0.535170,0.991022,0.363479,-0.205885,-0.031913,4
0.918777,4,-4.790579,1.466739,0.996917,0.664585,-0.172789,-0.009384,2
0.933281,3,-4.840212,0.556548,1.016647,0.407274,0.288626,0.049622,4
0.938755,1,-4.948288,-1.494114,1.000401,0.300396,0.060199,-0.001033,3
0.964672,2,-4.901149,-0.548679,0.988973,0.423810,-0.245202,-0.036570,4
0.969072,4,-4.756134,1.457523,0.996436,0.713200,-0.195934,-0.009817,3
0.993269,3,-4.815014,0.575302,1.019701,0.431682,0.335972,0.052170,4
0.998747,1,-4.928444,-1.489766,1.000313,0.361537,0.085583,-0.001910,3
1.014721,2,-4.878627,-0.561763,0.987039,0.476394,-0.277532,-0.040767,2
1.028783,4,-4.711610,1.444918,0.995834,0.770424,-0.224302,-0.010236,3
1.043282,3,-4.792965,0.593067,1.022369,0.452265,0.376381,0.054884,3
1.048833,1,-4.899531,-1.490333,1.000955,0.471843,0.128556,0.003398,4
1.074657,2,-4.848195,-0.579531,0.984442,0.538475,-0.315058,-0.045857,3
1.078869,4,-4.659514,1.442918,0.995666,0.840273,-0.238495,-0.009189,4
1.093296,3,-4.769829,0.612921,1.025191,0.473196,0.417846,0.057964,3
1.108727,1,-4.869375,-1.481784,1.001137,0.531606,0.156006,0.002647,4
1.124731,2,-4.820032,-0.596041,0.982045,0.587454,-0.345049,-0.049977,3
1.138793,4,-4.607500,1.427797,0.995103,0.894328,-0.265502,-0.009619,4
1.143720,3,-4.745631,0.634869,1.028138,0.494599,0.460011,0.059557,3
1.168705,1,-4.835795,-1.471619,1.001276,0.588977,0.183314,0.002014,4
1.184649,2,-4.783103,-0.617786,0.978902,0.642841,-0.379452,-0.054769,3
1.188805,4,-4.561641,1.413982,0.994610,0.940099,-0.286895,-0.010090,4
1.203158,3,-4.715173,0.664003,1.031705,0.520949,0.511412,0.058875,3
1.218740,1,-4.805214,-1.461894,1.001365,0.635113,0.206032,0.001575,4
1.234693,2,-4.742849,-0.637195,0.975874,0.719192,-0.410895,-0.057090,4
1.248757,4,-4.503560,1.396029,0.993985,0.995879,-0.311222,-0.010792,2
1.253181,3,-4.688568,0.690655,1.034588,0.543472,0.554931,0.056147,4
1.278695,1,-4.765494,-1.448715,1.001446,0.688487,0.233258,0.001154,3
1.294701,2,-4.698246,-0.662797,0.972340,0.767496,-0.442667,-0.060575,4
1.298779,4,-4.452589,1.379985,0.993428,1.043064,-0.330371,-0.011491,2
1.303191,3,-4.673427,0.705011,1.035305,0.563060,0.589278,0.041532,4
1.338706,1,-4.722608,-1.433893,1.001506,0.739667,0.260438,0.000850,3
1.344730,2,-4.658900,-0.685592,0.969254,0.804810,-0.468350,-0.062651,4
1.348861,4,-4.399303,1.362996,0.992834,1.087087,-0.349485,-0.012248,2
1.353289,3,-4.644759,0.735540,1.037118,0.583510,0.631941,0.030191,4
1.388714,1,-4.684574,-1.420299,1.001544,0.780607,0.283033,0.000685,3
1.404731,2,-4.609418,-0.714556,0.965450,0.845932,-0.498126,-0.064141,4
1.408790,4,-4.332774,1.341292,0.992072,1.128422,-0.374287,-0.013150,3
1.413258,3,-4.609064,0.774968,1.038361,0.606043,0.682218,0.010041,4
1.448734,1,-4.636149,-1.402443,1.001581,0.827128,0.309960,0.000548,3
1.458830,4,-4.275696,1.322028,0.991396,1.153238,-0.396517,-0.013896,4
1.463350,3,-4.578270,0.810175,1.038331,0.623065,0.722989,-0.011668,3
1.464732,2,-4.557393,-0.745389,0.961574,0.883292,-0.526932,-0.064546,2
1.508705,1,-4.559075,-1.392166,1.002360,0.915667,0.310276,0.003028,4
1.518796,4,-4.203751,1.292928,0.990474,1.164323,-0.435625,-0.015805,4
1.523197,3,-4.540400,0.854830,1.036837,0.640244,0.766270,-0.038099,3
1.524704,2,-4.503455,-0.777792,0.957722,0.916609,-0.554551,-0.063862,3
1.558710,1,-4.512401,-1.376191,1.002523,0.952944,0.328909,0.003577,4
1.573257,3,-4.508070,0.893961,1.034387,0.651784,0.797259,-0.059801,3
1.578760,4,-4.133713,1.265818,0.989488,1.168268,-0.468762,-0.017146,4
1.585066,2,-4.447482,-0.811913,0.953933,0.945959,-0.581092,-0.062114,3
1.608793,1,-4.463750,-1.359300,1.002724,0.991005,0.345661,0.004505,4
1.628883,4,-4.075451,1.241634,0.988597,1.161072,-0.499235,-0.018548,4
1.634855,3,-4.468633,0.942756,1.030029,0.662290,0.828245,-0.085372,3
1.644751,2,-4.390089,-0.847462,0.950283,0.969051,-0.605352,-0.059671,3
1.668746,1,-4.402774,-1.337977,1.003041,1.037660,0.363245,0.006122,2
1.688805,4,-4.006343,1.210498,0.987425,1.140184,-0.538677,-0.020524,3
1.693222,3,-4.434435,0.996827,1.024606,0.659374,0.874357,-0.104444,4
1.704660,2,-4.325309,-0.890001,0.946621,0.998091,-0.653591,-0.057916,4
1.728665,1,-4.339192,-1.315745,1.003468,1.083379,0.378818,0.008155,2
1.743268,3,-4.401244,1.041110,1.019008,0.667105,0.896158,-0.118489,4
1.748759,4,-3.938816,1.177063,0.986138,1.109513,-0.575211,-0.022313,3
1.755753,2,-4.275128,-0.923096,0.943779,1.008241,-0.669704,-0.055745,4
1.778779,1,-4.284391,-1.296485,1.003913,1.112581,0.393938,0.009614,2
1.798865,4,-3.884116,1.147611,0.984991,1.077213,-0.602194,-0.023556,3
1.803165,3,-4.361011,1.095713,1.011561,0.674628,0.925861,-0.128739,4
1.814704,2,-4.214210,-0.963916,0.940503,1.015971,-0.686811,-0.053163,4
1.838729,1,-4.216638,-1.272127,1.004535,1.135254,0.415637,0.010965,3
1.853192,3,-4.327154,1.142687,1.005027,0.679448,0.953614,-0.131803,4
1.858793,4,-3.820847,1.110612,0.983540,1.030376,-0.630406,-0.024750,3
1.874606,2,-4.153362,-1.005423,0.937401,1.018803,-0.701343,-0.050630,3
1.898677,1,-4.148424,-1.246538,1.005219,1.144145,0.440906,0.011864,4
1.913299,3,-4.286228,1.201017,0.997163,0.683976,0.989379,-0.129202,3
1.918772,4,-3.761256,1.071152,0.981965,0.970956,-0.654903,-0.025493,4
