elapsed_s,coverage_pct
0.073979,15.463808
1.073310,17.989811
2.073290,37.476120
3.073303,42.061134
4.073273,44.544683
5.073280,48.259393
6.073280,49.426873
7.073282,52.823180
8.073285,57.227765
9.073272,58.894078
10.073336,60.825727
11.073274,61.441308
12.073269,62.205477
13.073271,62.545107
14.073266,64.561664
15.073276,68.180853
16.073272,68.637232
17.073272,71.651454
18.073256,78.900446
19.073252,81.214180
20.073260,82.031416
21.073290,82.243685
22.073253,83.634048
23.073259,88.643600
24.073252,88.707281
25.073248,88.824029
26.073257,89.142433
27.073252,89.874761
28.073250,89.885375
29.073253,90.171938
30.073285,93.164933
31.073251,96.476332
32.073242,98.142645
33.073243,98.301847
34.073254,98.418595
35.073268,98.556570
36.073283,99.066016
37.073265,99.607302
38.073244,100.000000
39.073250,100.000000
