elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
1.552008,uav,3,4,-4.384406,0.990774,1.003536,0.498868,-0.001132
9.461233,uav,1,2,-1.400228,-0.835836,1.039765,0.488392,-0.011608
