elapsed_s,coverage_pct
0.037645,15.463808
1.037080,18.106559
2.037046,30.948843
3.037177,43.090639
4.037155,46.932711
5.037041,48.662704
6.037055,52.462322
7.037007,54.850350
8.037059,60.295054
9.037067,64.986203
10.037009,69.220972
11.036985,71.778816
12.036992,72.617279
13.036991,73.285927
14.037029,73.370834
15.037057,73.689238
16.037033,78.369773
17.037150,79.112715
18.037031,79.431119
19.037031,79.791976
20.037054,79.791976
21.036990,79.802590
22.037039,79.919338
23.037122,82.731904
24.037032,86.701337
25.037031,87.454893
26.036988,87.454893
27.036994,89.163660
28.036987,93.175547
29.037007,93.398429
30.037030,93.684993
31.036986,93.769900
32.037004,96.550626
33.036988,97.325409
34.037057,99.978773
