elapsed_s,coverage_pct
0.179718,15.463808
1.179112,18.520484
2.179081,40.447888
3.179055,41.848864
4.179059,41.880705
5.179051,42.082360
6.179080,42.570579
7.179213,45.181490
8.179099,48.068351
9.179138,50.053067
10.179055,51.581405
11.179176,60.900021
12.179096,65.909573
13.179035,70.929739
14.179045,71.831883
15.179145,79.675228
16.179110,81.691785
17.179095,82.222458
18.179369,89.333475
19.179095,94.374867
20.179149,95.192104
21.179031,96.433878
22.179102,99.320739
23.179071,99.469327
24.179068,99.681596
25.179038,99.681596
26.179019,99.840798
27.179040,99.851412
