elapsed_s,coverage_pct
0.063255,15.463808
1.062512,16.610062
2.062478,28.444067
3.063438,39.874761
4.063465,43.260454
5.062463,43.462110
6.062443,47.208661
7.062451,50.923371
8.062468,52.812566
9.062857,60.868181
10.062500,66.249204
11.062457,71.417958
12.062479,78.359159
13.062482,82.169391
14.062451,84.451284
15.062436,84.727234
16.062446,93.387816
17.062525,94.173212
18.062454,95.425600
19.062451,96.200382
20.062435,96.486945
21.062432,96.561240
22.062420,96.582467
23.062431,96.752282
24.062420,96.752282
25.062410,96.752282
26.062446,96.805349
27.062424,99.203991
28.062423,99.533008
29.062510,99.925706
