elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
1.422852,uav,3,4,-4.328780,0.887037,0.982435,0.499399,-0.000601
20.802370,uav,2,4,3.354963,-0.075541,0.969182,0.492830,-0.007170
25.512364,uav,2,4,3.285941,0.091357,1.026119,0.493330,-0.006670
