elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
14.709907,uav,1,2,-3.283407,-0.066748,0.994686,0.488335,-0.011665
18.364401,obstacle,3,0,-0.188016,3.239251,0.849686,0.247295,-0.002705
