elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
1.979592,uav,1,2,-4.373846,-1.153613,0.971780,0.499591,-0.000409
4.089524,uav,1,4,-3.360174,0.595247,0.978777,0.499135,-0.000865
