elapsed_s,type,uav_a,uav_b,x,y,z,center_distance_m,clearance_m
10.404281,uav,2,4,-2.569222,-0.112778,1.015722,0.492042,-0.007958
11.874277,uav,1,4,-1.605039,-0.483254,0.983725,0.498596,-0.001404
