elapsed_s,coverage_pct
0.999407,16.132456
1.998754,26.363829
2.998732,38.686054
3.998781,48.132031
4.998757,50.796009
5.998883,51.125027
6.998869,52.865634
7.998741,55.752494
8.998745,61.632350
9.998815,62.396519
10.998724,64.911908
11.998730,67.066440
12.998731,70.473360
13.998759,74.601995
14.998735,75.281257
15.998727,78.199958
16.998727,79.781363
17.998721,83.400552
18.998775,85.226067
19.998766,86.329866
20.998724,88.091700
21.998763,88.293356
22.998719,88.420717
23.998722,88.898323
24.998723,89.216727
25.998728,90.288686
26.998754,92.432605
27.998756,97.251114
28.998748,98.057737
29.998847,98.057737
30.998716,98.057737
31.998710,98.078964
32.998720,98.078964
33.998717,98.078964
34.998709,98.078964
35.998749,99.012948
36.998710,99.479941
37.998718,99.479941
38.998726,99.522394
39.998717,99.936319
40.998727,99.936319
41.998710,100.000000
